date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:54:02	16777/16777	---M--	200	added ('OK')	image/jpeg	etag:%220%22	https://img.youtube.com/vi/U8fiusoJdJQ/0.jpg	C:/My%20Web%20Sites/clone_web/img.youtube.com/vi/U8fiusoJdJQ/0.jpg	(from http://tieuhocyenso.edu.vn/tai-nguyen/tai-lieu)
20:54:05	82650/82650	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2013:54:01%20GMT	http://tieuhocyenso.edu.vn/tai-nguyen/video-clip/bai-giang-am-nhac-lop-4-tuan-21.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/tai-nguyen/video-clip/bai-giang-am-nhac-lop-4-tuan-21.html	(from http://tieuhocyenso.edu.vn/tai-nguyen/tai-lieu)
20:54:06	11374/11374	---M--	200	added ('OK')	image/jpeg	etag:%220%22	https://img.youtube.com/vi/wDw8u2xo8TQ/0.jpg	C:/My%20Web%20Sites/clone_web/img.youtube.com/vi/wDw8u2xo8TQ/0.jpg	(from http://tieuhocyenso.edu.vn/tai-nguyen/tai-lieu)
20:54:08	197450/197450	---M--	200	added ('OK')	image/jpeg	etag:%2261849cc6-3034a%22	http://tieuhocyenso.edu.vn/upload/29385/fck/files/26(1).jpg	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/upload/29385/fck/files/26(1).jpg	(from http://tieuhocyenso.edu.vn/tai-nguyen/khoi-22/tranh-anh-suu-tam-mon-mi-thuat-lop-2)
20:54:08	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.12b.delayed	(from http://tieuhocyenso.edu.vn/tai-nguyen/tai-lieu)
20:54:08	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.12c.delayed	(from http://tieuhocyenso.edu.vn/tai-nguyen/tai-lieu)
20:54:08	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/GRAND_PARENT_TITLE	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/GRAND_PARENT_TITLE.12d.delayed	(from http://tieuhocyenso.edu.vn/tai-nguyen/van-ban-tu-so)
20:54:10	82565/82565	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2013:54:06%20GMT	http://tieuhocyenso.edu.vn/tai-nguyen/video-clip/tin-hoc-4-tuan-21-thay-doi-can-le-o-di-chuyen-trong-trang-ti.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/tai-nguyen/video-clip/tin-hoc-4-tuan-21-thay-doi-can-le-o-di-chuyen-trong-trang-ti.html	(from http://tieuhocyenso.edu.vn/tai-nguyen/tai-lieu)
20:54:14	15508/15508	---M--	200	added ('OK')	image/jpeg	etag:%220%22	https://img.youtube.com/vi/OOxOMIs4ZAg/0.jpg	C:/My%20Web%20Sites/clone_web/img.youtube.com/vi/OOxOMIs4ZAg/0.jpg	(from http://tieuhocyenso.edu.vn/tai-nguyen/tai-lieu)
20:54:15	84078/84078	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2013:54:09%20GMT	http://tieuhocyenso.edu.vn/tai-nguyen/video-clip/bai-giang-tin-hoc-lop-5-tuan-23-the-gioi-logo-nhung-gi-em-da.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/tai-nguyen/video-clip/bai-giang-tin-hoc-lop-5-tuan-23-the-gioi-logo-nhung-gi-em-da.html	(from http://tieuhocyenso.edu.vn/tai-nguyen/van-ban-tu-so)
20:54:18	83527/83527	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2013:54:14%20GMT	http://tieuhocyenso.edu.vn/tai-nguyen/video-clip/bai-giang-tin-hoc-lop-5-tuan-22-thuc-hanh-tong-hop-tiep-theo.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/tai-nguyen/video-clip/bai-giang-tin-hoc-lop-5-tuan-22-thuc-hanh-tong-hop-tiep-theo.html	(from http://tieuhocyenso.edu.vn/tai-nguyen/van-ban-tu-so)
20:54:18	16453/16453	---M--	200	added ('OK')	image/jpeg	etag:%220%22	https://img.youtube.com/vi/VZGbE_qvwqk/0.jpg	C:/My%20Web%20Sites/clone_web/img.youtube.com/vi/VZGbE_qvwqk/0.jpg	(from http://tieuhocyenso.edu.vn/tai-nguyen/van-ban-tu-so)
20:54:23	21956/21956	---M--	200	added ('OK')	image/jpeg	etag:%220%22	https://img.youtube.com/vi/HMTY1LRMAZI/0.jpg	C:/My%20Web%20Sites/clone_web/img.youtube.com/vi/HMTY1LRMAZI/0.jpg	(from http://tieuhocyenso.edu.vn/tai-nguyen/van-ban-tu-so)
20:54:23	82601/82601	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2013:54:18%20GMT	http://tieuhocyenso.edu.vn/tai-nguyen/video-clip/bai-giang-am-nhac-lop-5-tuan-21.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/tai-nguyen/video-clip/bai-giang-am-nhac-lop-5-tuan-21.html	(from http://tieuhocyenso.edu.vn/tai-nguyen/van-ban-tu-so)
20:54:24	16071/16071	---M--	200	added ('OK')	image/jpeg	etag:%220%22	https://img.youtube.com/vi/tL1GcxJt2NM/0.jpg	C:/My%20Web%20Sites/clone_web/img.youtube.com/vi/tL1GcxJt2NM/0.jpg	(from http://tieuhocyenso.edu.vn/tai-nguyen/van-ban-tu-so)
20:54:25	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.136.delayed	(from http://tieuhocyenso.edu.vn/tai-nguyen/van-ban-tu-so)
20:54:25	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.137.delayed	(from http://tieuhocyenso.edu.vn/tai-nguyen/van-ban-tu-so)
20:54:25	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/GRAND_PARENT_TITLE	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/GRAND_PARENT_TITLE.138.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so?isFeatured=1)
20:54:26	3136/3136	---M--	200	added ('OK')	image/jpeg	etag:%220%22	https://img.youtube.com/vi/vaQ-vlp4mPk/0.jpg	C:/My%20Web%20Sites/clone_web/img.youtube.com/vi/vaQ-vlp4mPk/0.jpg	(from http://tieuhocyenso.edu.vn/tai-nguyen/van-ban-tu-so)
20:54:27	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.13a.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so?isFeatured=1)
20:54:27	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.13b.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so?isFeatured=1)
20:54:28	2076/2076	---M--	404	error ('Not%20Found')	text/html	etag:%2257285177-81c%22	http://tieuhocyenso.edu.vn/trang-chu/3rdparty/jQuery/fluidNav.js	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/trang-chu/3rdparty/jQuery/fluidNav.13c.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so?isFeatured=1)
20:54:29	2076/2076	---M--	404	error ('Not%20Found')	text/html	etag:%2257285177-81c%22	http://tieuhocyenso.edu.vn/trang-chu/3rdparty/jQuery/jqueryui/jquery-ui.min.js	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/trang-chu/3rdparty/jQuery/jqueryui/jquery-ui.min.js	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so?isFeatured=1)
20:54:30	2076/2076	---M--	404	error ('Not%20Found')	text/html	etag:%2257285177-81c%22	http://tieuhocyenso.edu.vn/trang-chu/3rdparty/jQuery/jquery.simplyscroll/jquery.simplyscroll.css	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/trang-chu/3rdparty/jQuery/jquery.simplyscroll/jquery.simplyscroll.css	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so?isFeatured=1)
20:54:30	82376/82376	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2013:54:24%20GMT	http://tieuhocyenso.edu.vn/tai-nguyen/video-clip/bai-giang-tin-hoc-5-tuan-21-thuc-hanh-tong-hop.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/tai-nguyen/video-clip/bai-giang-tin-hoc-5-tuan-21-thuc-hanh-tong-hop.html	(from http://tieuhocyenso.edu.vn/tai-nguyen/van-ban-tu-so)
20:54:30	2076/2076	---M--	404	error ('Not%20Found')	text/html	etag:%2257285177-81c%22	http://tieuhocyenso.edu.vn/trang-chu/3rdparty/jQuery/jquery.simplyscroll/jquery.simplyscroll.js	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/trang-chu/3rdparty/jQuery/jquery.simplyscroll/jquery.simplyscroll.js	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so?isFeatured=1)
20:54:30	81397/81397	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2013:54:25%20GMT	http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/trang-chu/thu-vien-so.html	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so?isFeatured=1)
20:54:30	2076/2076	---M--	404	error ('Not%20Found')	text/html	etag:%2257285177-81c%22	http://tieuhocyenso.edu.vn/trang-chu/3rdparty/jQuery/jprintArea/jquery.VHVPrintArea.js	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/trang-chu/3rdparty/jQuery/jprintArea/jquery.VHVPrintArea.js	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so?isFeatured=1)
20:54:31	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/GRAND_PARENT_TITLE	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/GRAND_PARENT_TITLE.141.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/cau-chuyen-thay-co-nho-em-khong-)
20:54:31	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.142.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/cau-chuyen-thay-co-nho-em-khong-)
20:54:31	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.143.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/cau-chuyen-thay-co-nho-em-khong-)
20:54:31	2076/2076	---M--	404	error ('Not%20Found')	text/html	etag:%2257285177-81c%22	http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/3rdparty/jQuery/fluidNav.js	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/trang-chu/thu-vien-so/3rdparty/jQuery/fluidNav.js	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/cau-chuyen-thay-co-nho-em-khong-)
20:54:31	2076/2076	---M--	404	error ('Not%20Found')	text/html	etag:%2257285177-81c%22	http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/3rdparty/jQuery/jqueryui/jquery-ui.min.js	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/trang-chu/thu-vien-so/3rdparty/jQuery/jqueryui/jquery-ui.min.js	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/cau-chuyen-thay-co-nho-em-khong-)
20:54:31	2076/2076	---M--	404	error ('Not%20Found')	text/html	etag:%2257285177-81c%22	http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/3rdparty/jQuery/jquery.simplyscroll/jquery.simplyscroll.css	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/trang-chu/thu-vien-so/3rdparty/jQuery/jquery.simplyscroll/jquery.simplyscroll.css	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/cau-chuyen-thay-co-nho-em-khong-)
20:54:32	2076/2076	---M--	404	error ('Not%20Found')	text/html	etag:%2257285177-81c%22	http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/3rdparty/jQuery/jquery.simplyscroll/jquery.simplyscroll.js	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/trang-chu/thu-vien-so/3rdparty/jQuery/jquery.simplyscroll/jquery.simplyscroll.js	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/cau-chuyen-thay-co-nho-em-khong-)
20:54:32	2076/2076	---M--	404	error ('Not%20Found')	text/html	etag:%2257285177-81c%22	http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/3rdparty/jQuery/jprintArea/jquery.VHVPrintArea.js	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/trang-chu/thu-vien-so/3rdparty/jQuery/jprintArea/jquery.VHVPrintArea.js	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/cau-chuyen-thay-co-nho-em-khong-)
20:54:32	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/GRAND_PARENT_TITLE	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/GRAND_PARENT_TITLE.14a.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/bai-tuyen-truyen-loi-ich-cua-viec-doc-sach)
20:54:38	549026/549026	---M--	200	added ('OK')	image/jpeg	etag:%2261849cc8-860a2%22	http://tieuhocyenso.edu.vn/upload/29385/fck/files/23(1).jpg	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/upload/29385/fck/files/23(1).jpg	(from http://tieuhocyenso.edu.vn/tai-nguyen/khoi-22/tranh-anh-suu-tam-mon-mi-thuat-lop-2)
20:54:57	152334/152334	---M--	200	added ('OK')	image/jpeg	etag:%22618dec7c-2530e%22	http://tieuhocyenso.edu.vn/upload/29385/fck/files/2021_11_12_04_24_272.jpg	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/upload/29385/fck/files/2021_11_12_04_24_272.jpg	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/bai-tuyen-truyen-loi-ich-cua-viec-doc-sach)
20:54:57	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.14e.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/bai-tuyen-truyen-loi-ich-cua-viec-doc-sach)
20:54:57	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.14f.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/bai-tuyen-truyen-loi-ich-cua-viec-doc-sach)
20:55:00	11976/11976	---M--	200	added ('OK')	image/jpeg	etag:%226191c791-2ec8%22	http://tieuhocyenso.edu.vn/upload/29385/20211115/download_c05f5fd456.jpg	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/upload/29385/20211115/download_c05f5fd456.jpg	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/thu-muc-the-gioi-co-tich)
20:55:00	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/GRAND_PARENT_TITLE	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/GRAND_PARENT_TITLE.151.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/thu-muc-the-gioi-co-tich)
20:55:00	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.152.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/thu-muc-the-gioi-co-tich)
20:55:00	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.153.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/thu-muc-the-gioi-co-tich)
20:55:00	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/GRAND_PARENT_TITLE	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/GRAND_PARENT_TITLE.154.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/ke-chuyen-theo-sach-su-tich-cay-vu-sua)
20:55:00	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.155.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/ke-chuyen-theo-sach-su-tich-cay-vu-sua)
20:55:00	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.156.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/ke-chuyen-theo-sach-su-tich-cay-vu-sua)
20:55:00	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/GRAND_PARENT_TITLE	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/GRAND_PARENT_TITLE.157.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/gioi-thieu-cuon-sach-lich-su-ve-nguoi-anh-hung-le-lai)
20:55:10	233766/233766	---M--	200	added ('OK')	image/jpeg	etag:%22618dec7c-39126%22	http://tieuhocyenso.edu.vn/upload/29385/fck/files/2021_11_12_04_24_271.jpg	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/upload/29385/fck/files/2021_11_12_04_24_271.jpg	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/bai-tuyen-truyen-loi-ich-cua-viec-doc-sach)
20:55:10	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.159.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/gioi-thieu-cuon-sach-lich-su-ve-nguoi-anh-hung-le-lai)
20:55:10	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.15a.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/gioi-thieu-cuon-sach-lich-su-ve-nguoi-anh-hung-le-lai)
20:55:10	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/GRAND_PARENT_TITLE	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/GRAND_PARENT_TITLE.15b.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/gioi-thieu-sach-nhung-chuyen-viet-cho-thieu-nhi-cua-tac-gia-)
20:55:20	258889/258889	---M--	200	added ('OK')	image/jpeg	etag:%22618dec7c-3f349%22	http://tieuhocyenso.edu.vn/upload/29385/fck/files/2021_11_12_04_24_273.jpg	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/upload/29385/fck/files/2021_11_12_04_24_273.jpg	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/bai-tuyen-truyen-loi-ich-cua-viec-doc-sach)
20:55:20	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.15d.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/gioi-thieu-sach-nhung-chuyen-viet-cho-thieu-nhi-cua-tac-gia-)
20:55:20	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.15e.delayed	(from http://tieuhocyenso.edu.vn/trang-chu/thu-vien-so/gioi-thieu-sach-nhung-chuyen-viet-cho-thieu-nhi-cua-tac-gia-)
20:55:20	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/GRAND_PARENT_TITLE	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/GRAND_PARENT_TITLE.15f.delayed	(from http://tieuhocyenso.edu.vn/tai-nguyen/van-ban-tu-phong)
20:55:20	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.160.delayed	(from http://tieuhocyenso.edu.vn/tai-nguyen/van-ban-tu-phong)
20:55:20	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/http://kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/http_/kinhtedothi.vn/cac-truong-hoc-quan-hoang-mai-da-san-sang-don-hoc-sinh-tro-lai-411527.161.delayed	(from http://tieuhocyenso.edu.vn/tai-nguyen/van-ban-tu-phong)
20:55:20	2076/2076	---M--	404	error ('Not%20Found')	text/html	etag:%2257285177-81c%22	http://tieuhocyenso.edu.vn/tai-nguyen/3rdparty/jQuery/jprintArea/jquery.VHVPrintArea.js	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/tai-nguyen/3rdparty/jQuery/jprintArea/jquery.VHVPrintArea.162.delayed	(from http://tieuhocyenso.edu.vn/tai-nguyen/van-ban-tu-phong)
20:55:20	0/-1	---M--	302	error ('')			http://tieuhocyenso.edu.vn/GRAND_PARENT_TITLE	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/GRAND_PARENT_TITLE.163.delayed	(from http://tieuhocyenso.edu.vn/moi-tuan-mot-cau-chuyen-dep-mot-cuon-sach-hay-mot-tam-guong-2?isFeatured=1)
20:55:26	82707/82707	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2013:55:20%20GMT	http://tieuhocyenso.edu.vn/moi-tuan-mot-cau-chuyen-dep-mot-cuon-sach-hay-mot-tam-guong-2	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/moi-tuan-mot-cau-chuyen-dep-mot-cuon-sach-hay-mot-tam-guong-2.html	(from http://tieuhocyenso.edu.vn/moi-tuan-mot-cau-chuyen-dep-mot-cuon-sach-hay-mot-tam-guong-2?isFeatured=1)
20:55:31	83727/83727	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2013:55:26%20GMT	http://tieuhocyenso.edu.vn/moi-tuan-mot-cau-chuyen-dep-mot-cuon-sach-hay-mot-tam-guong-2/moi-tuan-mot-cau-chuyen-dep-mot-cuon-sach-hay-mot-tam-guong-2.html	C:/My%20Web%20Sites/clone_web/tieuhocyenso.edu.vn/moi-tuan-mot-cau-chuyen-dep-mot-cuon-sach-hay-mot-tam-guong-2/moi-tuan-mot-cau-chuyen-dep-mot-cuon-sach-hay-mot-tam-guong-2.html	(from http://tieuhocyenso.edu.vn/moi-tuan-mot-cau-chuyen-dep-mot-cuon-sach-hay-mot-tam-guong-2?isFeatured=1)
